delta_0,gamma_0,eps_0,r_0,x0_infect_0,beta0_0,beta1_0,beta2_0,beta3_0,beta4_0,beta5_0,beta6_0,delta_1,gamma_1,eps_1,r_1,x0_infect_1,beta0_1,beta1_1,beta2_1,beta3_1,beta4_1,beta5_1,beta6_1,delta_2,gamma_2,eps_2,r_2,x0_infect_2,beta0_2,beta1_2,beta2_2,beta3_2,beta4_2,beta5_2,beta6_2,delta_3,gamma_3,eps_3,r_3,x0_infect_3,beta0_3,beta1_3,beta2_3,beta3_3,beta4_3,beta5_3,beta6_3
0.05760198343423332,0.6381623355504381,0.9632139577501606,0.0015875997170249118,0.0002211354796744064,0.042648689672630524,0.06019605538575642,0.030019541300690854,0.03529396574060058,0.018304323248819046,0.04278851361674069,0.012192967491854704,0.23295828833736842,0.6643900883137976,0.31216679378988976,0.43835874432901684,5.7479244396049896e-05,0.017591690007805673,0.04415573237607262,0.021234748276466757,0.014899385347166802,0.03148277320545648,0.050790639062419894,0.013816322746307338,0.5346184269245243,0.016118584479696742,0.8803045552626666,0.09456565181516331,9.774961024000457e-05,0.030340597854059646,0.0015556696683912243,0.0022469535770635583,0.0012968765718839833,0.019928496543527758,0.06047927132494131,0.030385008939025994,0.29977993341062353,0.1908037715318144,0.0054582499873320625,0.4763673489307729,0.0001630794711860298,0.06339068371069355,0.0098029771394261,0.014896785686578783,0.04049090471896148,0.06364798455467054,0.0602582203123118,0.0065675001645589355
0.2935748943451938,0.704866231846591,0.5392760163665387,0.15184060155080353,0.00020314750096632207,0.016278083132890555,0.06529456354927861,0.06340596795492313,0.042578991212403106,0.009221372683798737,0.05731944916438513,0.05002694050703791,0.0532629811143414,0.30519840649309943,0.712266417558725,0.22298866137819806,0.0002856062952179533,0.059333717208868784,0.061559162754094725,0.03764312248449132,0.04175193183920653,0.014081037871899474,0.04169081095777799,0.04934907696974375,0.6619484194505877,0.12526025754849218,0.7472462169139995,0.23993253610388524,0.00020122472876151225,0.040125604203300094,0.033732507238414915,0.04745482131779666,0.01460685752687387,0.004722697897835178,0.05201629849236007,0.059051380806442726,0.5680041557307925,0.16013564889176102,0.7395879816127683,0.21647293151498737,4.06518089619909e-05,0.0001472320665538817,0.046749996278656794,0.0022502366645012596,0.00010116091064234484,0.04315846791004666,0.04813399568908851,0.04176364090186687
0.6774924820022762,0.02815289569185925,0.46309893618426823,0.3413415014379505,2.036872032217595e-05,0.05346744411073582,0.027241469888635322,0.032460533398010055,0.03201203938629349,0.05580430554468163,0.01901998438117247,0.04091176226021504,0.16392443985279612,0.3989343882664243,0.7700401224110994,0.09467078909847008,0.00018444645277833474,0.027087242729813523,0.004304032067588201,0.04675001445252423,0.04876140183189592,0.0424074240696095,0.00493498877539967,0.024559776611602784,0.0392520776519694,0.30479164877223985,0.696634895684769,0.30238469465051654,9.377051822249037e-05,0.06087091118596174,0.0349913302116894,0.0547850165934736,0.03769786870240883,0.06504802725424064,0.03887605835678032,0.018683474384072793,0.24837659643064988,0.0065953162553809746,0.3404005858638419,0.22832145575383167,0.00010679154414523248,0.06149483190084299,0.006352837779494516,0.0182477292884825,0.06673353320623875,0.021703001339001018,0.05608794665692193,0.04487305853646636
0.11076518988257819,0.7521217594254287,0.456817381458439,0.05031508827192076,0.0001474554561790459,0.02686306447168683,0.03333026170621324,0.0587424680378071,0.004284419416096158,0.049581938109428444,0.033085386045676235,0.05102138330344489,0.5994951263495247,0.1378912428985536,0.40948374667190524,0.5853052218261653,8.600986800321797e-06,0.03947868258088221,0.027380476738778213,0.02638821455029099,0.016936255248997986,0.03699770728578694,0.04857187578818908,0.05241511003358547,0.7201628334796268,0.2782403114797215,0.7182421337538941,0.166434293304691,0.00022351815318552952,0.054629249488341476,0.020230935508597336,0.0069514036000277255,0.015585349906108397,0.03174105648473246,0.037107578388180434,0.015990561999941266,0.3574340791061542,0.28724419998205936,0.5603726563152559,0.2755862106050309,0.00026374625338015196,0.03172739675301738,0.00788920133207642,0.05743054027094351,0.06062041751712725,0.00530713267887055,0.06495735680920195,0.014106897682236254
0.4020272601481863,0.4552510177925431,0.5420186580995469,0.016540169449218392,2.005268679147887e-05,0.01121851738937679,0.05367220506353482,0.030773781700321585,0.06626134869277878,0.06573311176910036,0.05043431630392609,0.01802746493379006,0.3064523132926676,0.3010964940208388,0.9669334329519655,0.023071026869104526,0.00021597116922633376,0.0639692264854356,0.01623308406253283,0.03327768041930791,0.05805327413553672,0.0061738502412239825,0.03538559860216076,0.053771259640649105,0.24992682838162125,0.471769646383874,0.052945047516737606,0.1429298716947147,0.00014781779595900957,0.06006550190082126,0.04378129069216997,0.062444891519701284,0.04750044036800391,0.04258885496506065,0.054554750120398884,0.0584488828495651,0.3905193248668739,0.2803605144411848,0.039791321381975595,0.13941742304345286,0.00025855038632478577,0.047454474788367784,0.051498869909829575,0.05232439083085486,0.010758477900058563,0.03199815126262891,0.010525059543790481,0.05263487351262173
0.8683884473126405,0.05342181390196284,0.4475031533404005,0.47756260967475767,0.00010464561327125912,0.015226218902188633,0.05713562785641578,0.06408855475129037,0.0644713874375782,0.03883905759618971,0.06442649716604029,0.054834545728826886,0.5745244077710308,0.21064765039899708,0.32994977148319254,0.34818775484550213,0.00010978586134801995,0.05100198218903476,0.05511444768666585,0.04582915342578673,0.027744317484154072,0.035827350421028886,0.020438817619319972,0.06573470326782435,0.09879518022827713,0.32929182510513977,0.12134039384461082,0.20434147963325874,9.759302246389252e-05,0.019502738319441822,0.05237722005278276,0.008959250269212798,0.06103968050658832,0.032790042606374616,0.037894328298055266,0.032816677704304305,0.723876624299376,0.2081726163958237,0.9556977099907377,0.003615888365541502,0.00012393095292582507,0.0662469357719898,0.0399878193097876,0.03868271775708278,0.0272852674867092,0.04141493963498923,0.026027186487406383,0.044339830811837434
0.36527235312935924,0.1182915021929204,0.9469808493989658,0.030843395290652935,0.00012353661028442309,0.018341343248913945,0.056080362898124105,0.021590859412880015,0.022085911850101697,0.02624862634072795,0.062037401454348017,0.03384770983908666,0.6142639628205703,0.13536910896358273,0.1672905874839013,0.4582524174020094,7.282855895925956e-05,0.03105064984480425,0.06533359890942905,0.05403614579076554,0.01010204538038218,0.010911892614305946,0.031916016817556306,0.004688466769134973,0.07551846821805981,0.4149331315903079,0.006492465457222976,0.06082132560873581,0.00013793231140911825,0.044256216716993466,0.06034695802056542,0.022719088509084513,0.013460462065050185,0.061003163549944506,0.008851891684744227,0.028305640872556864,0.06110212431367561,0.9201318959021033,0.6366703616354755,0.134910957104372,1.105121372528747e-05,0.05398981608461275,0.04328683409217468,0.04567680558820067,0.057453536959948884,0.05514392060538477,0.04998871126918769,0.04618677935256993
0.06398063047756773,0.8282087879675804,0.49201402795846283,0.4285793595366174,7.763946037409272e-05,0.06033325598787114,0.0018840563205692559,0.02259461494963468,0.04188124313692845,0.06622021977108325,0.021772974708943498,0.04359507916095218,0.2771417742502131,0.570887025185212,0.8661987229287905,0.0036502036527423613,0.00017151880188049872,0.01810525497262627,0.06055471140307299,0.045032762808345644,0.038839663326567894,0.0076177522642265775,0.01528382014295034,0.012310937119635462,0.0036270362339594227,0.4992662170053684,0.22706171490070962,0.5246115829059615,1.3302025642690065e-05,0.03802028451960821,0.045882539623276264,0.038472664117759896,0.016779989556126293,0.05077391721254667,0.0638046878044338,0.051451687801349476,0.2187329156850835,0.016997414759166312,0.1178316724516089,0.6993589736199438,1.6410864735296044e-05,0.014528137515976957,0.011026245934418621,0.024002092053096835,0.049488469073180934,0.014978289485916054,0.05327142592664037,0.01760359694783564
0.09980249954008215,0.5880437967188613,0.24160639520817356,0.7073015593479269,0.00017685659509839957,0.06489863357496665,0.005088655956461163,0.017249231030618112,0.039519552593816204,0.04935214005586526,0.00830621793936191,0.009271334726927304,0.900054095770881,0.030583887151600212,0.2612696951292704,0.5247017442722406,0.00024117438704275636,0.035480598714792255,0.025985207133425035,0.009424339731319953,0.06389382857136564,0.054484272374961354,0.05174339863128907,0.020700829623644286,0.462040151497518,0.112558966330824,0.7216948101830477,0.14176300065261285,0.0001667088788130736,0.03289367451860544,0.04423149038770726,0.014794375082280702,0.059806832557556214,0.021982000301984345,0.057796786221817255,0.027125141204477343,0.49977432799843113,0.04813737760599363,0.014139075281319717,0.6287873831324713,5.7251022185985604e-05,0.019153466593546095,0.056323286850813,0.030528688721210326,0.06462495374439295,0.01918797086485691,0.04295463188770044,0.03989409380448116
0.9422016366626076,0.019575800324225064,0.9836183055163081,0.0016787184418595171,7.3055857600256e-05,0.04664038799740958,0.034424036735524986,0.06604160402420714,0.01823663722986066,0.05272112557263574,0.010489154974058052,0.04334425126873046,0.13749073797407876,0.2045674676031461,0.126787774677333,0.5159961659376052,0.00013887476841411902,0.04523179214028501,0.06139787970051453,0.03509270876067045,0.05965432596519238,0.014822271241221135,0.06435807477295212,0.034808232608298316,0.2612510998795565,0.6721642691658506,0.4507044834999286,0.12618759848131114,0.00020706545170798803,0.04782358519125224,0.017010743569714704,0.04251320527103845,0.008714592280392884,0.059205816331373645,0.034992811696532886,0.009230377093132168,0.3186473073498947,0.6451967291454226,0.10504410208713294,0.7030917941239947,0.00011121196588099043,0.0371673661441908,0.021005167007128754,0.03944253071525801,0.016245102077857402,0.020785650134045545,0.050660060948240306,0.02857465320799901
0.8717113455147256,0.07293237729921317,0.3425618747150161,0.3892127920213729,0.00011206766220140207,0.03879163107032602,0.023526729421479906,0.046583665487020635,0.04346085076887911,0.037534781174473786,0.012304927356599778,0.0009004475207957124,0.3283007461512009,0.18959675516781496,0.7922489923399515,0.1779363396514711,0.0002696138799013989,0.03058203180206804,0.03172882525959366,0.03938471659878989,0.03128531145860372,0.026954674545828054,0.04683352701721395,0.028781855831315543,0.19549087611189303,0.620591420649941,0.2061515490436233,0.6849147099016866,1.0050873498334337e-06,0.0326738147190426,0.06084516736540342,0.03585612843604895,0.03871247003149399,0.01605845220173876,0.015465555931374065,0.04890960336335711,0.463323451493192,0.4976307591559049,0.45204162722173974,0.18311621946846604,0.00021589630365726988,0.03362629515956724,0.04364181029722034,0.017613823341831765,0.0434149467029767,0.016347424228760364,0.023087884707026926,0.015080204441708371
0.2736268587336605,0.6921551622031971,0.8822974373892217,0.006896455675911077,6.740065764481401e-05,0.05967549347268219,0.02993827352481147,0.06210758872898139,0.056210311211331326,0.001217275570917222,0.01773350374654696,0.0060631254622462395,0.6652857504958495,0.19823686592156536,0.7591072988756963,0.015719589825566534,0.00014943237821840548,0.04947024338797909,0.05009506424505977,7.884459498974513e-05,0.02550221197302394,0.02976384312623228,0.05505811378501626,0.06190550112197845,0.2945027780389324,0.2979349852275676,0.9591133634726594,0.015660298750615448,0.00025296928499248157,0.05139625405130863,0.042209707665629044,0.02056872313559261,0.0070695301143485784,0.05813212156665645,0.05378663748498662,0.02784258205382002,0.07511494512450205,0.6528153725623055,0.3331385576249044,0.08611555070990466,0.0001403918933371998,0.05679390825125464,0.015730650018515174,0.03218972316311855,0.058448665917130375,0.026694845456468982,0.030893668923659592,0.042811234683301266
0.3102006323201003,0.6375281144088574,0.2013483222733563,0.685209317054865,9.997685607926324e-06,0.019815510564538116,0.006464854315463847,0.03787236732236717,0.026819833980098334,0.05171440193051737,0.024870535505013714,0.0028052576696790898,0.2982550452391345,0.17477591660098682,0.7250013614657069,0.20936683075792434,4.6699232315508066e-05,0.047998019725499844,0.030691320154521595,0.014989871086950067,0.013570663146486757,0.04805877366688518,0.042843045004097934,0.038242479444047496,0.7558895276117548,0.06720546754587928,0.33050237639861074,0.2475741486264863,4.572918830925432e-05,0.02037825761633266,0.007874486557370768,0.040663635946434185,0.046299530423598266,0.001749523311731789,0.03670153813670025,0.04540451255489868,0.08109997139119492,0.8951136637049796,0.8443141526184662,0.001692027234865589,6.188528902874567e-05,0.04727117834148529,0.035066271802826086,0.010384358203984527,0.03800935204909081,0.03725879562686424,0.027788580063567218,0.03368024141433435
0.2808770878172566,0.20396549950200005,0.7653617476081347,0.11104165544069403,0.00027864422651185743,0.04336626281014297,0.02760072909149119,0.006727487205122226,0.01223113322131705,0.06507294136681382,0.02962091701524486,0.0559894898419625,0.7311097870334476,0.09123335817979716,0.011015617781949963,0.19340434940392612,0.00016100945610780202,0.004930271145192853,0.05361170800607015,0.04969039634472428,0.03961622864324477,0.008249992373656704,0.017754251992976033,0.06526736354550061,0.2742232451844096,0.4815941958317951,0.8109843948396054,0.11414849321843089,6.171796359407434e-05,0.0028920039589287886,0.0023751898973400224,0.001977894440709677,0.053540269419752914,0.008458116503066312,0.005764270357497526,0.003235672719958571,0.6283584334181688,0.02902556044002537,0.4278132981603878,0.5329891228301961,0.00019345180706114114,0.043299412837531234,0.01834100770392004,0.040756903630649974,0.062447606260431276,0.011853890828596133,0.04011372753570806,0.02775660204466472
0.8955513320700165,0.08278919723400119,0.5662841021714423,0.17326172244335356,3.642987808111463e-05,0.027512869991963274,0.025630112222633457,0.0506338571008949,0.033406055322079374,0.030622142975485867,0.058099658867580235,0.01919066392935708,0.0752605769788441,0.5770874303883381,0.5654346595547065,0.1955148017040878,6.806242310503934e-07,0.019181819329209208,0.0579653803617465,0.0007249904269240287,0.026051656765808735,0.06111511766951129,0.038711584745629274,0.007273001367901594,0.7379482273996291,0.13539556849461945,0.4749069485547329,0.36489017935346124,0.0002008281239224583,0.06537288856978286,0.06640820881105022,0.028440357828974215,0.0046593634914563605,0.040459022698573946,0.014487101007661225,0.004163786776288846,0.6974203412691211,0.1722461764135367,0.5443317239713705,0.2673071701707914,0.00026895773018683353,0.002377622019884333,0.030319366476200222,0.009429116608548194,0.01321924125765966,0.02790543428235892,0.01206032587427941,0.06287173512335577
0.7477132715073307,0.1974645146424725,0.9758326113734705,0.011782863683810435,0.00025744717446674726,0.03689437158194208,0.04331815309736038,0.0009297644529729,0.006451050441246968,0.027954663563272673,0.056680076959500884,0.039882837755089676,0.6074727636785159,0.29345007116705907,0.685446568474595,0.2522890309645808,9.620166759177966e-05,0.026274477944729337,0.036600899059137555,0.058765152114042866,0.06652120008247182,0.04868224176141075,0.052375541068182326,0.04754881383664993,0.6598281499926291,0.2888830043377432,0.7704337645335627,0.033413363928179715,7.62161553066194e-05,0.04832636656222276,0.0033655427269109876,0.02583135612553684,0.03288700829900383,0.06669509296704004,0.0012289367362315542,0.059714577644305586,0.027899898653393644,0.8556294973863259,0.8335811595926611,0.11903979304778237,0.00023523174163235747,0.04912661424720566,0.06322011685630234,0.03358936545008075,0.010518379652187576,0.03347937580430293,0.034941212311932236,0.05909387921721946
